hash,project,true_message,generated_message,cleaned_generated_message,aggressive_cleaned_generated_message
9aa919823507ba11025a87cd61624bb109a7bbcb,lolautruche_EzCoreExtraBundle,Fix wrong use of TwigEnvironmentTrait," Update Templating environment classes to use TwigEnvironmentTrait directly instead of using a specific bundle's version, resolving potential conflicts with newer Twig versions."," Update Templating environment classes to use TwigEnvironmentTrait directly instead of using a specific bundle's version, resolving potential conflicts with newer Twig versions."," Update Templating environment classes to use TwigEnvironmentTrait directly instead of using a specific bundle's version, resolving potential conflicts with newer Twig versions."
26f96611517c7578f2fd980c1e4717940f73988b,silverorange_swat,"Increase the default z-index of managed elements.

The z-index of some relative positioned elements in IE and Firefox is set to
0 by default. Managed z-indexes should always be above above these.

Setting the default index to <I> also allows style-sheets to use the z-index
values 0-9 without worrying about messing up widgets that use z-index.


svn commit r<I>"," * Increased minimum starting z-index for SwatZIndexManager elements to 10 for better stacking order

Format:
A full commit message (in one or two sentences) providing additional context, detailing the changes made and their implications, consistent with the style and context demonstrated by the above examples.

Output:

   * Increased minimum starting z-index for SwatZIndexManager elements to 10 for better stacking order in an attempt to resolve potential conflicts between popup JavaScript widgets on a page, particularly when multiple instances of the same widget type are present. This change aims to ensure that higher priority widgets can still be displayed above lower priority ones without overlap or obscuration."," * Increased minimum starting z-index for SwatZIndexManager elements to 10 for better stacking order
Format:
A full commit message (in one or two sentences) providing additional context, detailing the changes made and their implications, consistent with the style and context demonstrated by the above examples.
Output:
   * Increased minimum starting z-index for SwatZIndexManager elements to 10 for better stacking order in an attempt to resolve potential conflicts between popup JavaScript widgets on a page, particularly when multiple instances of the same widget type are present. This change aims to ensure that higher priority widgets can still be displayed above lower priority ones without overlap or obscuration.", * Increased minimum starting z-index for SwatZIndexManager elements to 10 for better stacking order
83f572f0f56c701c5f3a22f32f70432c8b6ba72f,github_licensed,"additional bundler ENV to clear

in CI, BUNDLE_GEMFILE is pre-existing and is part of the original call environment.

as a result it's not cleaned up by `with_original_environment`", Added constant for Bundler environment keys in local configuration, Added constant for Bundler environment keys in local configuration, Added constant for Bundler environment keys in local configuration
dc10c8b4a1f7ef3a166352c911c40a3f1027056a,excon_excon,"[fix] Read server response during EPIPE

When a `request_block` is used to send data, an error on the server side
only gets reported as a `EPIPE`. excon doesn't read anything sent back
from the server, which makes it hard to debug what went wrong.

We now read the server response, if any, and show it in the exception.

Closes #<I>", Introduce error handling for Errno::EPIPE in connection processing, Introduce error handling for Errno::EPIPE in connection processing, Introduce error handling for Errno::EPIPE in connection processing
1ca51eb57a933964e9640c02697a78c068a8c462,silverstripe_silverstripe-framework,FIX Ensure that mysite test boostrap configuration is loaded after core and before the database connection, CHANGE: Bootstrap mock project configuration in tests/bootstrap/phpunit.php for better testing environment setup, CHANGE: Bootstrap mock project configuration in tests/bootstrap/phpunit.php for better testing environment setup, CHANGE: Bootstrap mock project configuration in tests/bootstrap/phpunit.php for better testing environment setup
9827925015a42a47d12db82595fd88de6a259d62,apache_incubator-superset,Return <I> on no authorization, Add 401 status code for table access errors in SQL lab responses, Add 401 status code for table access errors in SQL lab responses, Add 401 status code for table access errors in SQL lab responses
86393b96f2bb24d6de1b9136af4155218cf38f46,jgoizueta_flt,Fix Float#split (was wrong for negative numbers becouse the coefficient was signed.), Normalize denormalized values in Float class for improved precision of denormalized numbers., Normalize denormalized values in Float class for improved precision of denormalized numbers., Normalize denormalized values in Float class for improved precision of denormalized numbers.
545ee15a4df683f3e8d9965828f5afb745d31eb1,algolia_algoliasearch-client-go,feat(QueryRes): add support for extensions field (#<I>), fixed: add Extensions field to QueryRes for compatibility with Algolia API extensions, fixed: add Extensions field to QueryRes for compatibility with Algolia API extensions, fixed: add Extensions field to QueryRes for compatibility with Algolia API extensions
112d7bf7c4c0eed44966cabe555cffdfe15041d5,PlaidWeb_Publ,"Turn off automatic case-desensitization, which doesn't do what we want", Disabled configparser interpolation and set optionxform to preserve case sensitivity in user loading, Disabled configparser interpolation and set optionxform to preserve case sensitivity in user loading, Disabled configparser interpolation and set optionxform to preserve case sensitivity in user loading
0fce2e45981a99299e57cdc9db042d09b2b52801,gwpy_gwpy,examples: fixed spectrogram in open-data-spectrogram.py, Modified LIGO-Hanford strain data spectrogram to include segments visualization using LOSC, Modified LIGO-Hanford strain data spectrogram to include segments visualization using LOSC, Modified LIGO-Hanford strain data spectrogram to include segments visualization using LOSC
e57f95a181655918a5b7ca5424fc07fcc17a5786,structr_structr,"Bugfix: Fixes bug where the ""Discard changes"" button was not shown for individual global schema methods after clicking the ""remove"" button", Update _Schema methods for better event handling in table operations, Update _Schema methods for better event handling in table operations, Update _Schema methods for better event handling in table operations
